id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
142,22.0,Female,87770.0,Divorced,0.0,PhD,,,Suburban,Premium,,8.0,779.0,2.0,2023-08-30 15:21:39.155231,Average,No,Daily,Condo,2158.0
143,57.0,Male,99878.0,Single,4.0,PhD,Unemployed,23.940723878881915,Suburban,Comprehensive,0.0,6.0,432.0,7.0,2020-01-13 15:21:39.237118,Average,Yes,Monthly,Apartment,1596.0
144,19.0,Female,23135.0,Single,4.0,PhD,Self-Employed,7.7532238632447905,Rural,Comprehensive,,16.0,,9.0,2023-06-12 15:21:39.180553,Poor,No,Monthly,Condo,673.0
145,26.0,Female,596.0,Married,1.0,High School,Employed,10.83694168570915,Urban,Basic,1.0,7.0,607.0,1.0,2022-11-13 15:21:39.155231,,Yes,Rarely,House,656.0
146,31.0,Male,5719.0,Divorced,0.0,Master's,,28.2920191290208,Urban,Premium,,1.0,705.0,5.0,2023-11-07 15:21:39.104139,Average,Yes,Weekly,House,588.0
147,37.0,Male,1686.0,Married,1.0,PhD,Self-Employed,20.66243477268472,Suburban,Basic,,3.0,644.0,7.0,2022-07-07 15:21:39.226954,Average,No,Monthly,Condo,25.0
148,23.0,Female,16077.0,Married,2.0,PhD,Self-Employed,45.95889357058702,Urban,Comprehensive,,5.0,,8.0,2024-04-16 15:21:39.221386,Good,Yes,Monthly,House,2543.0
149,25.0,Male,7073.0,Single,3.0,Master's,Employed,17.012322504434383,Rural,Premium,,19.0,686.0,6.0,2021-11-24 15:21:39.252145,Average,No,Daily,Condo,823.0
150,62.0,Female,83335.0,Divorced,2.0,Master's,,13.08513583214146,Suburban,Comprehensive,1.0,15.0,,3.0,2023-01-23 15:21:39.164044,Poor,No,Rarely,Condo,277.0
151,59.0,Male,29777.0,Single,1.0,Bachelor's,,27.24794483762118,Urban,Basic,,5.0,797.0,4.0,2020-10-07 15:21:39.261856,Poor,No,Daily,Condo,446.0
152,55.0,Female,54720.0,Married,3.0,PhD,Unemployed,31.552475335693643,Rural,Basic,,16.0,509.0,3.0,2022-01-16 15:21:39.235012,Poor,No,Weekly,Condo,2037.0
153,35.0,Male,4907.0,Single,1.0,PhD,Unemployed,11.744928897233192,Rural,Premium,,4.0,831.0,6.0,2021-07-19 15:21:39.155231,Average,No,Monthly,Condo,34.0
154,61.0,Female,44377.0,Married,1.0,High School,,11.581986332534877,Suburban,Comprehensive,2.0,17.0,,9.0,2024-06-10 15:21:39.246098,Average,No,Weekly,Condo,37.0
155,26.0,Male,61327.0,Divorced,2.0,High School,Employed,32.99394598830588,Urban,Premium,0.0,4.0,529.0,8.0,2022-05-25 15:21:39.102694,Poor,Yes,Rarely,Condo,368.0
156,62.0,Female,6726.0,Married,2.0,Bachelor's,Unemployed,6.794342630285732,Suburban,Comprehensive,0.0,1.0,774.0,2.0,2020-04-12 15:21:39.151732,Average,Yes,Weekly,Condo,44.0
157,33.0,Female,3098.0,Single,0.0,Master's,Employed,12.296741379273572,Rural,Basic,3.0,14.0,592.0,7.0,2023-11-21 15:21:39.185215,Good,Yes,Weekly,House,1033.0
158,59.0,Female,2098.0,Divorced,2.0,High School,,35.68253730480302,Urban,Comprehensive,,6.0,843.0,1.0,2021-09-12 15:21:39.144722,Poor,No,Monthly,House,3134.0
159,60.0,Female,,Single,4.0,Master's,Unemployed,36.33148194539873,Suburban,Comprehensive,0.0,8.0,,8.0,2023-08-30 15:21:39.283783,Poor,Yes,Rarely,Apartment,142.0
160,58.0,Female,2592.0,Divorced,3.0,Bachelor's,Employed,30.48454324490176,Rural,Comprehensive,3.0,6.0,392.0,4.0,2024-02-25 15:21:39.260856,Good,Yes,Monthly,Condo,3040.0
161,34.0,Female,17521.0,Married,4.0,Bachelor's,Self-Employed,19.05279240738599,Suburban,Comprehensive,0.0,18.0,738.0,8.0,2021-07-04 15:21:39.144722,Average,No,Weekly,Apartment,692.0
162,62.0,Female,3739.0,Single,4.0,PhD,,38.69134185189787,Rural,Basic,4.0,12.0,486.0,1.0,2023-05-22 15:21:39.248098,Poor,No,Daily,House,464.0
163,24.0,Male,915.0,Married,,PhD,,23.064262297277526,Rural,Basic,,3.0,781.0,6.0,2021-11-17 15:21:39.289099,,Yes,Rarely,Apartment,591.0
164,55.0,Male,126549.0,Single,4.0,Master's,,15.674482404650684,Urban,Comprehensive,,14.0,766.0,6.0,2022-12-24 15:21:39.086123,Good,No,Daily,Condo,111.0
165,61.0,Female,35817.0,Single,2.0,High School,,45.26797578130642,Rural,Premium,,2.0,,3.0,2021-07-03 15:21:39.134960,Poor,No,Weekly,Apartment,1099.0
166,20.0,Female,6039.0,Married,0.0,Bachelor's,,42.71528730237949,Suburban,Basic,,5.0,644.0,1.0,2023-10-03 15:21:39.221386,Poor,Yes,Weekly,Condo,2316.0
167,55.0,Female,524.0,Divorced,3.0,High School,Unemployed,,Rural,Premium,,18.0,602.0,8.0,2023-07-31 15:21:39.237118,Poor,Yes,Rarely,House,464.0
168,25.0,Male,7007.0,Divorced,2.0,Master's,,22.45112784288844,Suburban,Comprehensive,2.0,14.0,364.0,8.0,2022-08-01 15:21:39.187211,,Yes,Weekly,Condo,868.0
169,43.0,Male,,Single,2.0,PhD,Unemployed,14.865676911326572,Rural,Basic,0.0,15.0,349.0,5.0,2021-09-09 15:21:39.258696,Good,No,Daily,Condo,366.0
170,56.0,Male,6058.0,Single,0.0,High School,Unemployed,15.381519914161862,Suburban,Premium,0.0,2.0,692.0,7.0,2023-04-25 15:21:39.155231,Good,Yes,Rarely,Apartment,23.0
171,51.0,Male,17140.0,Married,2.0,Master's,Unemployed,20.23594325122088,Rural,Comprehensive,,19.0,574.0,5.0,2023-10-08 15:21:39.155231,Poor,No,Rarely,Condo,1028.0
172,32.0,Female,123308.0,Divorced,2.0,PhD,Unemployed,22.756639345686203,Suburban,Basic,1.0,11.0,324.0,9.0,2021-12-18 15:21:39.269494,Good,No,Weekly,Apartment,1116.0
173,51.0,Male,35200.0,Married,3.0,PhD,Employed,33.90885917162127,Rural,Premium,0.0,0.0,632.0,3.0,2020-05-05 15:21:39.264504,Average,No,Weekly,Apartment,804.0
174,18.0,Male,56994.0,Single,4.0,Master's,Self-Employed,42.348428175009154,Suburban,Basic,2.0,2.0,379.0,9.0,2022-11-02 15:21:39.123711,Poor,Yes,Daily,Apartment,522.0
175,27.0,Female,67578.0,Single,2.0,PhD,Unemployed,30.94844952845242,Urban,Comprehensive,1.0,14.0,434.0,5.0,2022-11-16 15:21:39.143708,Poor,Yes,Monthly,House,913.0
176,51.0,Female,87744.0,Single,3.0,High School,Self-Employed,51.7697035246579,Urban,Premium,2.0,11.0,442.0,7.0,2021-12-29 15:21:39.237118,Average,Yes,Rarely,Apartment,1592.0
177,27.0,Male,16424.0,Single,4.0,Bachelor's,Employed,7.746162230976678,Rural,Basic,,2.0,497.0,5.0,2021-03-24 15:21:39.190215,Good,No,Daily,Condo,1022.0
178,64.0,Male,40512.0,Married,4.0,PhD,Unemployed,25.82654365936973,Rural,Basic,1.0,4.0,764.0,7.0,2020-11-13 15:21:39.155231,Good,No,Weekly,House,2476.0
179,63.0,Female,1038.0,Married,3.0,Bachelor's,Unemployed,15.865621833045909,Rural,Premium,1.0,0.0,429.0,7.0,2023-03-17 15:21:39.134960,Good,Yes,Monthly,House,48.0
180,30.0,Male,13635.0,Divorced,3.0,High School,Unemployed,3.95742087709056,Rural,Basic,0.0,2.0,683.0,3.0,2023-01-28 15:21:39.189223,Average,No,Rarely,House,85.0
181,33.0,Male,5079.0,Married,0.0,PhD,Unemployed,16.48206468336786,Urban,Premium,0.0,14.0,770.0,3.0,2019-08-30 15:21:39.134960,Good,Yes,Rarely,Apartment,939.0
182,62.0,Female,38133.0,Single,4.0,Bachelor's,Employed,47.12087962202825,Suburban,Comprehensive,,19.0,696.0,5.0,2020-10-03 15:21:39.179186,Poor,Yes,Rarely,House,1057.0
183,21.0,Female,25318.0,Single,1.0,Bachelor's,,25.82327869639467,Urban,Comprehensive,0.0,5.0,611.0,6.0,2022-03-01 15:21:39.186212,Good,Yes,Monthly,House,745.0
184,59.0,Male,14572.0,Single,0.0,Bachelor's,Self-Employed,33.88367588926627,Rural,Basic,,10.0,436.0,1.0,2022-07-19 15:21:39.226954,Poor,No,Weekly,House,2365.0
185,21.0,Male,93924.0,Single,,Bachelor's,Unemployed,47.98640106922562,Rural,Premium,1.0,6.0,482.0,8.0,2022-08-12 15:21:39.196387,Poor,Yes,Monthly,Apartment,3168.0
186,60.0,Female,29173.0,Married,,Master's,Unemployed,,Rural,Comprehensive,0.0,17.0,,3.0,2022-04-24 15:21:39.147735,Good,No,Daily,Condo,1127.0
187,35.0,Female,11705.0,Divorced,0.0,High School,,41.14681383871724,Urban,Premium,0.0,5.0,636.0,1.0,2021-10-07 15:21:39.265513,Poor,No,Weekly,Apartment,783.0
188,40.0,Female,196.0,Married,,Master's,Unemployed,11.65657631878383,Suburban,Premium,1.0,17.0,,3.0,2021-05-20 15:21:39.245086,Average,No,Monthly,Apartment,1391.0
189,51.0,Female,12063.0,Single,3.0,Master's,Self-Employed,34.59009929121958,Urban,Premium,,3.0,,6.0,2021-12-27 15:21:39.237118,Poor,Yes,Rarely,Condo,39.0
190,54.0,Male,66284.0,Divorced,1.0,Bachelor's,,16.262079439721557,Rural,Premium,0.0,12.0,713.0,4.0,2019-11-27 15:21:39.231531,Good,Yes,Monthly,Condo,229.0
191,60.0,Female,3645.0,Married,4.0,High School,Unemployed,13.490791936034125,Suburban,Comprehensive,,4.0,498.0,6.0,2021-04-16 15:21:39.132191,Good,No,Rarely,House,872.0
192,45.0,Female,14450.0,Divorced,0.0,High School,Employed,28.378039357183027,Urban,Premium,,15.0,479.0,7.0,2023-06-20 15:21:39.148733,,No,Monthly,House,510.0
193,29.0,Female,43928.0,Married,1.0,PhD,Self-Employed,19.710311341630508,Urban,Premium,,6.0,609.0,1.0,2023-10-16 15:21:39.271453,Good,No,Daily,House,722.0
194,33.0,Male,53637.0,Divorced,3.0,PhD,Self-Employed,,Suburban,Comprehensive,1.0,19.0,374.0,7.0,2021-04-10 15:21:39.267454,Good,No,Daily,House,587.0
195,39.0,Male,61461.0,Single,2.0,PhD,Employed,20.780158701044684,Suburban,Comprehensive,2.0,5.0,566.0,5.0,2021-11-12 15:21:39.237118,,No,Weekly,House,49.0
196,32.0,Male,5819.0,Divorced,0.0,PhD,,,Urban,Basic,0.0,4.0,784.0,7.0,2021-02-09 15:21:39.282785,Average,Yes,Weekly,House,934.0
197,23.0,Male,25444.0,Married,4.0,High School,,10.719385142899004,Rural,Comprehensive,1.0,5.0,537.0,3.0,2021-01-10 15:21:39.134960,Poor,Yes,Monthly,Condo,1375.0
198,46.0,Female,36316.0,Divorced,3.0,Bachelor's,,13.82939951979441,Urban,Basic,0.0,17.0,648.0,5.0,2021-06-13 15:21:39.155231,Average,Yes,Rarely,Apartment,524.0
199,51.0,Female,97966.0,Single,0.0,Master's,Self-Employed,9.05235714862147,Rural,Premium,2.0,14.0,578.0,3.0,2022-09-08 15:21:39.134960,Good,No,Rarely,Apartment,2343.0
200,51.0,Male,11555.0,Married,1.0,PhD,Unemployed,,Urban,Comprehensive,0.0,18.0,703.0,9.0,2024-01-05 15:21:39.273973,Average,No,Rarely,Condo,712.0
201,45.0,Female,27892.0,Single,1.0,High School,,41.5909504361591,Urban,Premium,0.0,2.0,707.0,9.0,2023-10-04 15:21:39.134960,Average,No,Monthly,Condo,1404.0
202,19.0,Male,2924.0,Divorced,0.0,High School,Self-Employed,17.6534662268463,Suburban,Basic,3.0,18.0,835.0,9.0,2024-07-31 15:21:39.211806,,No,Daily,Condo,1054.0
203,37.0,Female,12961.0,Divorced,1.0,Master's,,22.690023073169964,Rural,Premium,2.0,19.0,581.0,8.0,2023-01-04 15:21:39.286113,Poor,Yes,Monthly,House,1444.0
204,30.0,Male,85757.0,Married,3.0,Master's,Self-Employed,21.08284336755773,Urban,Premium,,5.0,541.0,9.0,2022-11-03 15:21:39.233998,,No,Weekly,Apartment,85.0
205,49.0,Male,5866.0,Single,0.0,High School,Self-Employed,31.45132534376661,Urban,Premium,0.0,5.0,845.0,3.0,2019-09-10 15:21:39.202448,Poor,No,Daily,Condo,1002.0
206,59.0,Male,25881.0,Divorced,,High School,Employed,27.38248630873596,Suburban,Comprehensive,1.0,12.0,597.0,6.0,2022-11-27 15:21:39.146733,Average,No,Weekly,House,1347.0
207,51.0,Female,11863.0,Married,0.0,High School,,32.29459179140093,Suburban,Premium,,6.0,441.0,3.0,2023-02-01 15:21:39.244069,Good,Yes,Rarely,Apartment,1158.0
208,29.0,Male,6079.0,Married,2.0,Master's,Unemployed,32.7516094897445,Suburban,Premium,0.0,8.0,718.0,2.0,2022-02-12 15:21:39.149731,Average,Yes,Weekly,House,823.0
209,25.0,Male,46184.0,Single,0.0,Bachelor's,Self-Employed,38.35496299258654,Suburban,Basic,1.0,4.0,630.0,9.0,2020-01-29 15:21:39.194829,Average,Yes,Weekly,House,1333.0
210,37.0,Male,37393.0,Divorced,3.0,High School,,26.064201644776524,Rural,Comprehensive,1.0,5.0,,4.0,2023-01-15 15:21:39.155231,Average,Yes,Rarely,Apartment,890.0
211,26.0,Male,20014.0,Divorced,4.0,PhD,Unemployed,10.939149386953789,Suburban,Premium,,8.0,577.0,6.0,2024-03-20 15:21:39.132191,,Yes,Daily,Apartment,1494.0
212,29.0,Male,72692.0,Divorced,0.0,High School,Employed,,Rural,Comprehensive,3.0,19.0,586.0,1.0,2022-01-14 15:21:39.131192,Good,No,Daily,House,20.0
213,45.0,Male,73334.0,Single,0.0,Master's,Self-Employed,17.88983502008037,Urban,Basic,,18.0,418.0,5.0,2021-04-21 15:21:39.123711,Good,Yes,Monthly,House,778.0
214,52.0,Male,5521.0,Married,3.0,Bachelor's,Self-Employed,17.35882300462888,Rural,Premium,1.0,15.0,780.0,5.0,2021-01-18 15:21:39.155231,Poor,No,Rarely,Apartment,788.0
215,32.0,Female,74764.0,Single,2.0,Master's,Employed,14.7115301051486,Urban,Premium,1.0,15.0,,4.0,2021-06-02 15:21:39.276901,Average,No,Daily,House,138.0
216,58.0,Female,24116.0,Divorced,3.0,PhD,Self-Employed,21.81299557811258,Urban,Premium,,10.0,531.0,1.0,2020-12-07 15:21:39.180553,Poor,Yes,Rarely,House,1154.0
217,38.0,Male,103340.0,Single,3.0,High School,,,Urban,Basic,0.0,7.0,,1.0,2023-01-15 15:21:39.092127,Poor,Yes,Daily,Condo,100.0
218,46.0,Male,58697.0,Married,4.0,High School,Self-Employed,21.859004995558696,Rural,Basic,1.0,17.0,401.0,1.0,2024-03-05 15:21:39.232526,Good,Yes,Daily,Condo,870.0
219,32.0,Female,43969.0,Divorced,1.0,Bachelor's,,10.938705265637,Rural,Premium,,18.0,486.0,1.0,2020-03-11 15:21:39.087123,Good,Yes,Weekly,Condo,439.0
220,18.0,Male,63823.0,Divorced,2.0,High School,Unemployed,51.79321396639976,Rural,Comprehensive,1.0,11.0,757.0,7.0,2020-09-07 15:21:39.171102,,Yes,Rarely,Condo,479.0
221,24.0,Female,25011.0,Single,4.0,Bachelor's,,35.32370126237671,Suburban,Comprehensive,,7.0,646.0,8.0,2024-05-08 15:21:39.085129,Good,Yes,Daily,Apartment,1022.0
222,51.0,Female,3561.0,Divorced,3.0,Bachelor's,Employed,,Rural,Premium,,0.0,752.0,5.0,2021-07-28 15:21:39.283783,,No,Daily,Apartment,2792.0
223,50.0,Male,27983.0,Married,2.0,Master's,Employed,15.051725218477568,Suburban,Comprehensive,1.0,11.0,,7.0,2020-06-08 15:21:39.237118,Good,Yes,Daily,Condo,735.0
224,35.0,Female,43433.0,Married,2.0,PhD,Employed,32.59773550354532,Rural,Premium,3.0,3.0,651.0,1.0,2021-04-09 15:21:39.088124,Average,No,Daily,Apartment,894.0
225,33.0,Female,143816.0,Single,3.0,Master's,,3.4517508252157167,Urban,Basic,,11.0,665.0,8.0,2020-08-02 15:21:39.134960,Good,No,Daily,Condo,155.0
226,50.0,Male,28344.0,Married,,High School,Employed,35.966671176238656,Urban,Premium,1.0,14.0,506.0,3.0,2023-04-26 15:21:39.172097,Good,Yes,Rarely,Apartment,48.0
227,59.0,Male,51574.0,Divorced,4.0,Master's,Employed,48.72366255763509,Urban,Comprehensive,1.0,6.0,336.0,1.0,2022-01-24 15:21:39.092127,Poor,Yes,Monthly,House,1078.0
228,31.0,Male,45267.0,Married,3.0,Master's,Self-Employed,46.53433618189376,Rural,Premium,1.0,6.0,696.0,4.0,2022-04-18 15:21:39.134960,Good,Yes,Rarely,Apartment,472.0
229,41.0,Male,77687.0,Married,4.0,PhD,Employed,34.994719705233194,Urban,Comprehensive,1.0,9.0,430.0,2.0,2023-04-27 15:21:39.096739,Good,No,Monthly,Apartment,88.0
230,21.0,Female,81783.0,Married,4.0,High School,Employed,35.81618593405823,Suburban,Comprehensive,,8.0,597.0,8.0,2023-07-23 15:21:39.274993,,No,Weekly,Apartment,22.0
231,44.0,Female,37501.0,Single,1.0,Bachelor's,Self-Employed,29.26378423699005,Rural,Comprehensive,,18.0,446.0,8.0,2021-02-18 15:21:39.228521,Good,Yes,Monthly,Apartment,29.0
232,29.0,Female,110813.0,Divorced,0.0,Master's,Unemployed,37.716443034072384,Suburban,Premium,,17.0,424.0,7.0,2022-09-12 15:21:39.106582,Good,Yes,Daily,House,442.0
233,47.0,Male,38699.0,Single,2.0,PhD,Unemployed,29.430499425959507,Suburban,Premium,1.0,9.0,459.0,5.0,2020-08-10 15:21:39.245086,Average,Yes,Rarely,House,1270.0
234,59.0,Male,18095.0,,1.0,PhD,,23.92301003019516,Rural,Basic,1.0,17.0,786.0,9.0,2021-08-24 15:21:39.188220,Good,Yes,Rarely,Apartment,1507.0
235,57.0,Female,29094.0,Divorced,3.0,Master's,Self-Employed,,Rural,Comprehensive,1.0,12.0,695.0,2.0,2020-02-13 15:21:39.155231,Poor,Yes,Weekly,Condo,531.0
236,63.0,Male,57983.0,Married,1.0,High School,Employed,38.35981181009324,Urban,Comprehensive,1.0,5.0,447.0,6.0,2022-05-08 15:21:39.176717,Average,No,Weekly,House,723.0
237,21.0,Male,1060.0,Married,0.0,Master's,,17.9121803980185,Rural,Comprehensive,,6.0,339.0,3.0,2024-03-16 15:21:39.181605,Poor,No,Daily,House,1004.0
238,33.0,Male,57627.0,Divorced,0.0,Bachelor's,Employed,6.090162709995218,Urban,Premium,1.0,9.0,,7.0,2019-12-18 15:21:39.152732,Poor,No,Daily,House,4049.0
239,28.0,Female,121675.0,Divorced,1.0,High School,,46.97436017617255,Urban,Basic,2.0,19.0,516.0,3.0,2021-07-18 15:21:39.126661,Poor,No,Daily,Condo,344.0
240,18.0,Male,142347.0,Divorced,3.0,High School,Employed,51.71146000639053,Urban,Premium,0.0,19.0,566.0,2.0,2020-05-21 15:21:39.222387,Good,Yes,Daily,Apartment,1144.0
241,28.0,Female,18280.0,Divorced,4.0,Master's,,22.684879781402486,Urban,Comprehensive,,2.0,,2.0,2021-05-21 15:21:39.084065,,No,Weekly,Condo,1197.0
242,59.0,Male,29231.0,Divorced,1.0,PhD,Employed,16.720014837364065,Suburban,Premium,1.0,11.0,,2.0,2021-04-02 15:21:39.255696,Average,No,Weekly,Condo,1793.0
243,55.0,Female,28886.0,Married,1.0,PhD,,14.827062585393328,Rural,Comprehensive,,3.0,562.0,1.0,2019-11-16 15:21:39.274993,Good,No,Rarely,Condo,919.0
244,55.0,Male,30663.0,Single,4.0,Bachelor's,Self-Employed,,Urban,Premium,2.0,0.0,590.0,5.0,2020-07-19 15:21:39.134960,Good,Yes,Daily,Apartment,2196.0
245,27.0,Female,,Married,2.0,PhD,Unemployed,8.879454322911009,Suburban,Premium,3.0,12.0,420.0,3.0,2023-03-21 15:21:39.223901,Average,No,Rarely,Condo,653.0
246,50.0,Male,14894.0,Married,0.0,PhD,,7.539391909241281,Rural,Basic,0.0,6.0,,1.0,2022-06-14 15:21:39.288099,Average,Yes,Daily,House,1616.0
247,28.0,Female,84573.0,Married,1.0,Master's,Employed,8.720194922054683,Urban,Basic,0.0,0.0,456.0,7.0,2024-03-18 15:21:39.082499,Average,No,Monthly,House,178.0
248,53.0,Male,17287.0,Married,2.0,Master's,Self-Employed,18.381230947080446,Rural,Comprehensive,1.0,0.0,334.0,7.0,2023-06-27 15:21:39.197445,Average,Yes,Monthly,House,1604.0
249,55.0,Male,2820.0,Married,0.0,PhD,,31.24982549098901,Urban,Basic,3.0,6.0,766.0,5.0,2020-07-12 15:21:39.280784,Poor,No,Monthly,Apartment,724.0
250,41.0,Male,12791.0,Married,0.0,PhD,Employed,16.82416609436386,Urban,Basic,,2.0,590.0,5.0,2023-04-30 15:21:39.172097,Poor,Yes,Weekly,Condo,1373.0
251,24.0,Female,69070.0,Divorced,1.0,Master's,Employed,44.93485259611688,Rural,Comprehensive,1.0,2.0,645.0,2.0,2022-05-18 15:21:39.202448,Poor,Yes,Daily,Apartment,199.0
252,24.0,Male,11319.0,Single,,Bachelor's,,39.7153502233045,Rural,Comprehensive,,12.0,520.0,8.0,2024-08-10 15:21:39.236064,,No,Rarely,House,175.0
253,33.0,Female,79076.0,Divorced,,High School,Self-Employed,27.67984658208584,Rural,Basic,3.0,12.0,453.0,1.0,2021-12-21 15:21:39.223901,Good,No,Rarely,House,2512.0
254,36.0,Male,12984.0,Married,3.0,Bachelor's,,32.98842444006846,Suburban,Premium,1.0,14.0,647.0,3.0,2021-06-13 15:21:39.282785,Average,No,Rarely,House,717.0
255,37.0,Female,61690.0,Single,4.0,Master's,Unemployed,28.68705857116343,Urban,Premium,2.0,5.0,449.0,2.0,2024-01-20 15:21:39.134960,Good,No,Monthly,House,805.0
256,36.0,Female,9612.0,Married,0.0,High School,Employed,21.64172675773692,Urban,Basic,,0.0,588.0,4.0,2023-08-23 15:21:39.101733,Good,Yes,Monthly,House,577.0
257,35.0,Female,35682.0,Divorced,4.0,PhD,Employed,30.241596420781125,Rural,Premium,0.0,10.0,585.0,9.0,2023-06-28 15:21:39.095696,Average,Yes,Weekly,Condo,859.0
258,33.0,Female,56812.0,Divorced,2.0,PhD,,41.88779091703102,Suburban,Comprehensive,0.0,0.0,489.0,2.0,2022-06-29 15:21:39.210805,Good,Yes,Monthly,House,2044.0
259,64.0,Female,45645.0,Married,4.0,Master's,Self-Employed,,Suburban,Premium,,1.0,532.0,4.0,2022-12-09 15:21:39.155231,Poor,Yes,Daily,Apartment,996.0
260,38.0,Female,29759.0,Married,2.0,PhD,Employed,27.93933690844545,Urban,Basic,,17.0,772.0,7.0,2019-10-09 15:21:39.085129,Poor,No,Monthly,Condo,663.0
261,21.0,Male,11415.0,Single,4.0,Bachelor's,Employed,44.819154318339,Suburban,Basic,,9.0,380.0,2.0,2022-03-03 15:21:39.134960,Good,No,Monthly,Apartment,1052.0
262,45.0,Female,18307.0,Married,,Bachelor's,,18.738133872639064,Urban,Comprehensive,0.0,17.0,757.0,4.0,2021-07-05 15:21:39.290098,Average,Yes,Monthly,Apartment,782.0
263,47.0,Male,17961.0,Married,1.0,PhD,Self-Employed,,Urban,Basic,,6.0,716.0,7.0,2021-06-19 15:21:39.186212,Average,No,Daily,Condo,1325.0
264,37.0,Male,9989.0,Married,0.0,Master's,Self-Employed,49.89770794826372,Urban,Comprehensive,0.0,15.0,490.0,8.0,2020-04-07 15:21:39.100695,Good,Yes,Daily,House,350.0
265,51.0,Female,9224.0,Divorced,4.0,PhD,Employed,37.67685689631323,Suburban,Comprehensive,0.0,8.0,,4.0,2022-03-24 15:21:39.134960,Average,Yes,Daily,Condo,27.0
266,49.0,Male,18058.0,Divorced,2.0,PhD,Unemployed,19.8979706862978,Suburban,Premium,1.0,17.0,573.0,1.0,2021-10-10 15:21:39.133866,Average,No,Rarely,Condo,1326.0
267,53.0,Female,10100.0,Married,0.0,Bachelor's,Self-Employed,9.25158795479794,Urban,Premium,1.0,18.0,712.0,1.0,2023-08-25 15:21:39.244069,Good,Yes,Monthly,House,2437.0
268,56.0,Female,39726.0,Married,2.0,High School,Employed,13.317549493848784,Urban,Comprehensive,0.0,17.0,442.0,2.0,2019-09-26 15:21:39.198406,Average,No,Daily,Condo,1117.0
269,47.0,Female,49091.0,Single,2.0,Bachelor's,,46.95898697713939,Rural,Premium,,8.0,437.0,3.0,2021-12-23 15:21:39.244069,,No,Rarely,Condo,2701.0
270,53.0,Female,15735.0,Divorced,3.0,High School,Employed,21.95555417912744,Suburban,Premium,0.0,15.0,836.0,8.0,2023-11-05 15:21:39.155231,Average,Yes,Monthly,Apartment,3021.0
271,38.0,Male,37893.0,Single,,Bachelor's,,18.584411834672203,Suburban,Premium,2.0,6.0,456.0,8.0,2022-06-02 15:21:39.080440,Good,No,Weekly,Condo,1642.0
272,40.0,Female,60103.0,Married,4.0,High School,,25.89838822640575,Urban,Premium,0.0,19.0,342.0,4.0,2023-09-12 15:21:39.263432,Poor,Yes,Rarely,House,50.0
273,52.0,Female,36190.0,Married,4.0,Bachelor's,Self-Employed,8.241701557817185,Urban,Basic,,17.0,792.0,8.0,2022-06-13 15:21:39.255696,Poor,No,Monthly,House,467.0
274,44.0,Female,73022.0,Married,3.0,High School,Employed,22.1674672822969,Rural,Premium,,2.0,583.0,9.0,2020-11-07 15:21:39.190215,Average,No,Daily,House,382.0
275,53.0,Female,11580.0,Single,,PhD,Self-Employed,12.954226721193267,Rural,Comprehensive,,9.0,487.0,9.0,2020-10-29 15:21:39.188220,Good,No,Rarely,Condo,2360.0
276,37.0,Male,2384.0,Divorced,0.0,Bachelor's,Employed,25.35134153010653,Urban,Comprehensive,0.0,2.0,587.0,3.0,2024-02-20 15:21:39.289099,Average,Yes,Weekly,Condo,56.0
277,57.0,Male,72788.0,Divorced,3.0,High School,Employed,44.45709272438452,Suburban,Basic,1.0,17.0,539.0,8.0,2023-12-10 15:21:39.254678,Average,No,Weekly,Condo,54.0
278,29.0,Female,,Single,4.0,Master's,Self-Employed,47.83929790990429,Suburban,Comprehensive,,18.0,416.0,3.0,2020-04-12 15:21:39.282785,Good,Yes,Weekly,House,1162.0
279,54.0,Male,71.0,Divorced,2.0,Master's,Self-Employed,18.613633772730235,Urban,Premium,2.0,4.0,793.0,3.0,2022-04-14 15:21:39.217387,Poor,No,Monthly,Condo,1593.0
280,55.0,Female,6097.0,Married,0.0,Master's,Employed,18.9898300420797,Urban,Comprehensive,,3.0,691.0,4.0,2023-10-20 15:21:39.165120,Good,Yes,Daily,Condo,1073.0
281,45.0,Female,17109.0,Single,4.0,Bachelor's,,44.76685329296837,Suburban,Basic,1.0,19.0,757.0,4.0,2022-11-26 15:21:39.206847,Average,No,Rarely,House,1641.0
282,33.0,Female,27804.0,Single,,Bachelor's,Self-Employed,50.57483373469656,Rural,Premium,1.0,14.0,759.0,2.0,2020-06-23 15:21:39.223901,Average,No,Weekly,Condo,553.0
283,44.0,Male,44728.0,Divorced,4.0,High School,Employed,41.24771457143535,Urban,Comprehensive,1.0,18.0,682.0,5.0,2020-12-20 15:21:39.132191,Good,No,Weekly,Condo,1137.0
284,23.0,Female,619.0,Divorced,4.0,PhD,Employed,51.16592758202323,Urban,Premium,0.0,12.0,,9.0,2021-10-08 15:21:39.186212,Average,Yes,Weekly,Condo,894.0
285,63.0,Female,28963.0,Divorced,3.0,High School,,7.859185253243403,Urban,Basic,1.0,2.0,583.0,8.0,2023-04-29 15:21:39.134960,Poor,Yes,Rarely,Apartment,1479.0
